Word,POS,Stemmed,Priorpolarity,Type
excitedness,noun,n,positive,strongsubj
excitement,noun,n,positive,strongsubj
exciting,adj,n,positive,strongsubj
excitingly,adverb,n,positive,strongsubj
exclaim,verb,y,negative,strongsubj
exclude,verb,y,negative,weaksubj
exclusion,noun,n,negative,weaksubj
exclusive,adj,n,positive,weaksubj
exclusively,adj,n,neutral,weaksubj
excoriate,verb,y,negative,strongsubj
excruciating,anypos,n,negative,strongsubj
excruciatingly,anypos,n,negative,strongsubj
excusable,adj,n,positive,strongsubj
excusable,noun,n,positive,strongsubj
excuse,adj,n,negative,weaksubj
excuse,noun,n,negative,weaksubj
excuse,verb,y,positive,weaksubj
excuses,adj,n,negative,weaksubj
excuses,noun,n,negative,weaksubj
execrate,verb,y,negative,strongsubj
exemplar,noun,n,positive,strongsubj
exemplary,adj,n,positive,strongsubj
exhaust,verb,y,negative,weaksubj
exhaustion,noun,n,negative,weaksubj
exhaustive,adj,n,positive,weaksubj
exhaustively,adverb,n,positive,weaksubj
exhilarate,verb,y,positive,strongsubj
exhilarating,anypos,n,positive,strongsubj
exhilaratingly,anypos,n,positive,strongsubj
exhilaration,noun,n,positive,strongsubj
exhort,verb,y,negative,strongsubj
exile,verb,y,negative,weaksubj
exonerate,verb,y,positive,strongsubj
exorbitant,adj,n,negative,strongsubj
exorbitantance,noun,n,negative,strongsubj
exorbitantly,anypos,n,negative,strongsubj
expansive,adj,n,positive,strongsubj
expectation,adj,n,neutral,weaksubj
expectation,noun,n,neutral,weaksubj
expedient,adj,n,negative,weaksubj
expediencies,adj,n,negative,weaksubj
expediencies,noun,n,negative,weaksubj
expel,verb,y,negative,weaksubj
expensive,adj,n,negative,weaksubj
expensive,noun,n,negative,weaksubj
experienced,adj,n,positive,weaksubj
expert,adj,n,positive,weaksubj
expertly,adverb,n,positive,strongsubj
expire,verb,y,negative,strongsubj
explicit,adj,n,positive,strongsubj
explicitly,adverb,n,positive,strongsubj
explode,verb,y,negative,weaksubj
exploit,verb,y,negative,strongsubj
exploitation,adj,n,negative,strongsubj
exploitation,noun,n,negative,strongsubj
expose,verb,y,negative,weaksubj
exposed,adj,n,negative,weaksubj
explosive,adj,n,negative,weaksubj
expound,verb,y,neutral,weaksubj
expression,adj,n,neutral,weaksubj
expression,noun,n,neutral,weaksubj
expressions,adj,n,neutral,weaksubj
expressions,noun,n,neutral,weaksubj
expressive,adj,n,positive,weaksubj
expropriate,adj,n,negative,weaksubj
expropriate,noun,n,negative,weaksubj
expropriation,adj,n,negative,weaksubj
expropriation,noun,n,negative,weaksubj
expulse,verb,y,negative,weaksubj
expunge,verb,y,negative,strongsubj
exquisite,adj,n,positive,strongsubj
exquisitely,adverb,n,positive,strongsubj
extemporize,verb,y,neutral,strongsubj
extensive,adj,n,neutral,weaksubj
extensively,anypos,y,neutral,strongsubj
exterminate,verb,y,negative,strongsubj
extermination,noun,n,negative,strongsubj
extinguish,verb,y,negative,weaksubj
extol,verb,y,positive,strongsubj
extoll,verb,y,positive,strongsubj
extort,verb,y,negative,weaksubj
extortion,noun,n,negative,strongsubj
extraneous,adj,n,negative,weaksubj
extraordinarily,anypos,n,positive,strongsubj
extraordinary,anypos,n,positive,strongsubj
extravagance,noun,n,negative,strongsubj
extravagant,adj,n,negative,strongsubj
extravagantly,anypos,n,negative,strongsubj
extreme,adj,n,negative,weaksubj
extreme,anypos,n,negative,strongsubj
extremely,anypos,n,negative,strongsubj
extremism,adj,n,negative,weaksubj
extremism,noun,n,negative,weaksubj
extremist,adj,n,negative,weaksubj
extremists,adj,n,negative,weaksubj
extremists,noun,n,negative,weaksubj
exuberance,noun,n,positive,strongsubj
exuberant,adj,n,positive,strongsubj
exuberantly,anypos,n,positive,strongsubj
exult,verb,y,positive,strongsubj
exultation,noun,n,positive,strongsubj
exultingly,anypos,n,positive,strongsubj
eyebrows,adj,n,neutral,weaksubj
eyebrows,noun,n,neutral,weaksubj
fabricate,verb,y,negative,weaksubj
fabrication,noun,n,negative,strongsubj
fabulous,adj,n,positive,strongsubj
fabulously,anypos,n,positive,strongsubj
facetious,adj,n,negative,strongsubj
facetiously,adverb,n,negative,strongsubj
facilitate,verb,y,positive,weaksubj
fact,anypos,n,neutral,strongsubj
facts,anypos,n,neutral,strongsubj
factual,anypos,n,neutral,weaksubj
fading,anypos,n,negative,weaksubj
fail,verb,y,negative,weaksubj
failing,noun,n,negative,strongsubj
failure,adj,n,negative,weaksubj
failure,noun,n,negative,weaksubj
failures,adj,n,negative,weaksubj
failures,noun,n,negative,weaksubj
faint,adj,n,negative,weaksubj
fainthearted,adj,n,negative,strongsubj
fair,adj,n,positive,weaksubj
fair,noun,n,positive,weaksubj
fairly,adverb,n,positive,weaksubj
fairness,adj,n,positive,weaksubj
fairness,noun,n,positive,weaksubj
faith,adj,n,positive,strongsubj
faith,noun,n,positive,strongsubj
faithful,adj,n,positive,strongsubj
faithful,noun,n,positive,strongsubj
faithfully,anypos,n,positive,strongsubj
faithfulness,noun,n,positive,strongsubj
faithless,adj,n,negative,strongsubj
fake,adj,n,negative,strongsubj
fall,verb,y,negative,weaksubj
fallacies,adj,n,negative,strongsubj
fallacies,noun,n,negative,strongsubj
fallacious,adj,n,negative,strongsubj
fallaciously,adverb,n,negative,strongsubj
fallaciousness,noun,n,negative,strongsubj
fallacy,noun,n,negative,strongsubj
fallout,noun,n,negative,strongsubj
FALSE,adj,n,negative,strongsubj
FALSE,anypos,n,negative,strongsubj
falsehood,noun,n,negative,strongsubj
falsely,anypos,n,negative,strongsubj
falsify,verb,y,negative,strongsubj
len=1,word1=falter,pos1=verb,stemmed1=y,strongsubj
famed,adj,n,positive,weaksubj
familiar,adj,n,neutral,weaksubj
familiar,anypos,y,neutral,weaksubj
fame,noun,n,positive,strongsubj
famed,adj,n,positive,strongsubj
famine,noun,n,negative,strongsubj
famished,adj,n,negative,strongsubj
famous,adj,n,positive,weaksubj
famously,adj,n,positive,strongsubj
fanatic,noun,n,negative,strongsubj
fanatical,adj,n,negative,strongsubj
fanatically,anypos,n,negative,strongsubj
fanaticism,noun,n,negative,strongsubj
fanatics,noun,n,negative,strongsubj
fanciful,adj,n,negative,strongsubj
fancy,adj,n,positive,strongsubj
fancy,verb,y,positive,strongsubj
fanfare,adj,n,positive,strongsubj
fanfare,noun,n,positive,strongsubj
fantastic,anypos,n,positive,strongsubj
fantastically,anypos,n,positive,strongsubj
fantasy,adj,n,positive,strongsubj
fantasy,noun,n,positive,strongsubj
far fetched,adj,n,negative,strongsubj
far reaching,adj,n,neutral,weaksubj
farfetched,adj,n,negative,strongsubj
farce,noun,n,negative,strongsubj
farcical,anypos,n,negative,strongsubj
farcical yet provocative,adj,n,negative,strongsubj
farcically,anypos,n,negative,strongsubj
farsighted,adj,n,positive,weaksubj
fascinate,verb,y,positive,strongsubj
fascinating,anypos,n,positive,strongsubj
fascinatingly,anypos,n,positive,strongsubj
fascination,anypos,n,positive,strongsubj
fascism,adj,n,negative,strongsubj
fascism,noun,n,negative,strongsubj
fascist,anypos,n,negative,strongsubj
fashionable,adj,n,positive,strongsubj
fashionably,adverb,n,positive,strongsubj
fast,adj,n,neutral,weaksubj
fast growing,adj,n,positive,weaksubj
fast paced,adj,n,positive,weaksubj
fastest growing,adj,n,positive,weaksubj
fastidious,adj,n,negative,strongsubj
fastidiously,adverb,n,negative,strongsubj
fastuous,adj,n,negative,strongsubj
fat,adj,n,negative,weaksubj
fatal,adj,n,negative,weaksubj
fatalistic,adj,n,negative,strongsubj
fatalistically,adverb,n,negative,strongsubj
fatally,adverb,n,negative,weaksubj
fateful,adj,n,negative,strongsubj
fatefully,adverb,n,negative,strongsubj
fathom,verb,y,positive,weaksubj
fathomless,adj,n,negative,strongsubj
fatigue,noun,n,negative,weaksubj
fatty,adj,n,negative,weaksubj
fatuity,noun,n,negative,strongsubj
fatuous,adj,n,negative,strongsubj
fatuously,adverb,n,negative,strongsubj
fault,verb,y,negative,strongsubj
faulty,adj,n,negative,weaksubj
favor,adj,n,positive,weaksubj
favor,noun,n,positive,weaksubj
favor,verb,y,positive,strongsubj
favorable,adj,n,positive,strongsubj
favorable,anypos,y,positive,strongsubj
favored,adj,n,positive,weaksubj
favorite,adj,n,positive,strongsubj
fawn,verb,y,both,strongsubj
fawningly,adverb,n,negative,strongsubj
favour,noun,n,positive,strongsubj
faze,verb,y,negative,weaksubj
fear,noun,n,negative,strongsubj
fear,verb,y,negative,strongsubj
fearful,adj,n,negative,strongsubj
fearfully,anypos,n,negative,strongsubj
fearless,adj,n,positive,strongsubj
fearlessly,adverb,n,positive,strongsubj
fears,adj,n,negative,strongsubj
fears,noun,n,negative,strongsubj
fearsome,adj,n,negative,strongsubj
feasible,adj,n,positive,weaksubj
feasibly,adverb,n,positive,weaksubj
feat,noun,n,positive,weaksubj
featly,anypos,n,positive,strongsubj
feckless,adj,n,negative,strongsubj
feeble,adj,n,negative,weaksubj
feeblely,adj,n,negative,weaksubj
feebleminded,adj,n,negative,strongsubj
feel,anypos,n,neutral,strongsubj
feels,anypos,n,neutral,strongsubj
felt,verb,n,neutral,strongsubj
feeling,adj,n,neutral,strongsubj
feeling,noun,n,neutral,strongsubj
feeling,verb,n,neutral,strongsubj
feelings,adj,n,neutral,strongsubj
feelings,noun,n,neutral,strongsubj
feign,verb,y,negative,weaksubj
feint,noun,n,negative,weaksubj
feisty,adj,n,positive,strongsubj
feisty,noun,n,positive,strongsubj
felicitate,verb,y,positive,strongsubj
felicitous,adj,n,positive,strongsubj
felicity,noun,n,positive,strongsubj
fell,adj,n,negative,strongsubj
felon,noun,n,negative,weaksubj
felonious,adj,n,negative,weaksubj
ferocious,adj,n,negative,strongsubj
ferociously,adverb,n,negative,strongsubj
ferocity,noun,n,negative,strongsubj
fertile,adj,n,positive,weaksubj
fertile,noun,n,positive,weaksubj
fervent,adj,n,positive,strongsubj
fervently,anypos,n,positive,strongsubj
fervid,adj,n,positive,strongsubj
fervidly,anypos,n,positive,strongsubj
fervor,noun,n,positive,strongsubj
feverish,adj,n,negative,weaksubj
festive,adj,n,positive,strongsubj
fetid,adj,n,negative,strongsubj
fever,noun,n,negative,weaksubj
fiasco,noun,n,negative,strongsubj
fiat,adj,n,negative,weaksubj
fiat,noun,n,negative,weaksubj
fib,noun,n,negative,strongsubj
fib,verb,y,negative,strongsubj
fibber,noun,n,negative,strongsubj
fickle,adj,n,negative,strongsubj
fiction,adj,n,negative,weaksubj
fiction,noun,n,negative,weaksubj
fictional,adj,n,negative,weaksubj
fictitious,adj,n,negative,strongsubj
fidelity,noun,n,positive,strongsubj
fidget,verb,y,negative,strongsubj
fidgety,adj,n,negative,strongsubj
fiend,noun,n,negative,strongsubj
fiendish,adj,n,negative,strongsubj
fierce,adj,n,negative,weaksubj
fiery,adj,n,positive,weaksubj
fight,adj,n,negative,weaksubj
fight,noun,n,negative,weaksubj
figurehead,adj,n,negative,weaksubj
figurehead,noun,n,negative,weaksubj
filth,noun,n,negative,strongsubj
filthy,adj,n,negative,strongsubj
finagle,verb,y,negative,weaksubj
finally,anypos,y,neutral,strongsubj
fine,adj,n,positive,weaksubj
fine,verb,y,negative,weaksubj
finely,adj,n,positive,strongsubj
firm,adj,n,neutral,weaksubj
firm,noun,n,neutral,weaksubj
firmly,adverb,n,neutral,weaksubj
first class,adj,n,positive,weaksubj
first rate,adj,n,positive,strongsubj
fissures,adj,n,negative,weaksubj
fissures,noun,n,negative,weaksubj
fist,noun,n,negative,weaksubj
fit,adj,n,positive,strongsubj
fitting,adj,n,positive,strongsubj
fixer,adj,n,neutral,strongsubj
fixer,noun,n,neutral,strongsubj
flabbergast,verb,y,negative,strongsubj
flabbergasted,anypos,n,negative,strongsubj
flagging,adj,n,negative,weaksubj
flagrant,anypos,n,negative,strongsubj
flagrantly,anypos,n,negative,strongsubj
flair,noun,n,positive,weaksubj
flak,adj,n,negative,strongsubj
flak,noun,n,negative,strongsubj
flake,noun,n,negative,weaksubj
flakey,adj,n,negative,weaksubj
flaky,adj,n,negative,weaksubj
flame,adj,n,positive,weaksubj
flame,noun,n,positive,weaksubj
flash,adj,n,negative,weaksubj
flash,noun,n,negative,weaksubj
flashy,anypos,y,negative,weaksubj
flat out,anypos,n,negative,strongsubj
flatter,verb,y,positive,strongsubj
flattering,adj,n,positive,strongsubj
flatteringly,adverb,n,positive,strongsubj
flaunt,verb,y,negative,strongsubj
flaw,adj,n,negative,weaksubj
flaw,noun,n,negative,weaksubj
flaws,noun,n,negative,weaksubj
flawed,adj,n,negative,weaksubj
flawed,noun,n,negative,weaksubj
flawless,adj,n,positive,strongsubj
flawlessly,adverb,n,positive,strongsubj
fleer,verb,y,negative,strongsubj
fleeting,adj,n,negative,weaksubj
flexible,adj,n,positive,strongsubj
flighty,adj,n,negative,strongsubj
flimflam,noun,n,negative,strongsubj
flimsy,adj,n,negative,weaksubj
flirt,verb,y,negative,strongsubj
flirty,anypos,y,negative,strongsubj
floor,verb,y,neutral,weaksubj
floored,anypos,y,negative,strongsubj
flounder,verb,y,negative,strongsubj
floundering,anypos,n,negative,strongsubj
flourish,adj,n,positive,strongsubj
flourishing,adj,n,positive,strongsubj
flout,verb,y,negative,strongsubj
fluent,adj,n,positive,weaksubj
fluster,verb,y,negative,weaksubj
foe,noun,n,negative,strongsubj
fond,adj,n,positive,strongsubj
fondly,adverb,n,positive,strongsubj
fondness,noun,n,positive,strongsubj
fool,anypos,y,negative,strongsubj
foolhardy,adj,n,negative,strongsubj
foolish,anypos,y,negative,strongsubj
foolishly,anypos,n,negative,strongsubj
foolishness,noun,n,negative,strongsubj
foolproof,adj,n,positive,weaksubj
forbid,adj,n,negative,strongsubj
forbidden,adj,n,negative,strongsubj
forbidding,adj,n,negative,weaksubj
forbidding,noun,n,negative,weaksubj
force,verb,y,negative,weaksubj
forceful,adj,n,negative,weaksubj
foreboding,adj,n,negative,strongsubj
forebodingly,adverb,n,negative,strongsubj
foremost,adj,n,positive,strongsubj
forsee,noun,n,neutral,strongsubj
foresight,noun,n,positive,strongsubj
foretell,verb,y,neutral,strongsubj
forfeit,verb,y,negative,weaksubj
forgave,verb,n,positive,strongsubj
forged,adj,n,negative,weaksubj
forget,verb,y,negative,strongsubj
forgetful,anypos,n,negative,strongsubj
forgetfully,anypos,n,negative,strongsubj
forgetfulness,noun,n,negative,strongsubj
forgive,verb,y,positive,strongsubj
forgiven,adj,n,positive,strongsubj
forgiveness,noun,n,positive,strongsubj
forgiving,anypos,n,positive,strongsubj
forgivingly,anypos,n,positive,strongsubj
forlorn,adj,n,negative,strongsubj
forlornly,adverb,n,negative,strongsubj
formidable,adj,n,negative,strongsubj
forsake,verb,y,negative,strongsubj
forsaken,anypos,n,negative,strongsubj
forswear,verb,y,negative,strongsubj
forthright,adj,n,neutral,weaksubj
fortitude,noun,n,positive,strongsubj
fortress,adj,n,neutral,strongsubj
fortress,noun,n,neutral,strongsubj
fortuitous,adj,n,positive,strongsubj
fortuitously,adj,n,positive,strongsubj
fortunate,adj,n,positive,weaksubj
fortunate,anypos,y,positive,strongsubj
fortunately,anypos,y,positive,strongsubj
fortune,adj,n,positive,strongsubj
fortune,noun,n,positive,strongsubj
foul,adj,n,negative,strongsubj
foul,adverb,n,negative,strongsubj
foul,verb,y,negative,weaksubj
foully,adverb,n,negative,strongsubj
foulness,noun,n,negative,strongsubj
fractious,adj,n,negative,strongsubj
fractiously,anypos,n,negative,strongsubj
fracture,noun,n,negative,weaksubj
fracture,verb,y,negative,weaksubj
fragile,adj,n,negative,weaksubj
fragile,noun,n,negative,weaksubj
fragmented,adj,n,negative,weaksubj
fragrant,adj,n,positive,strongsubj
frail,adj,n,negative,weaksubj
frank,adj,n,positive,strongsubj
frankly,anypos,n,neutral,strongsubj
frantic,adj,n,negative,strongsubj
frantically,anypos,n,negative,strongsubj
franticly,anypos,n,negative,strongsubj
fraternize,verb,y,negative,strongsubj
fraud,adj,n,negative,weaksubj
fraud,noun,n,negative,weaksubj
fraudulent,adj,n,negative,weaksubj
fraught,adj,n,negative,strongsubj
fraught,noun,n,negative,strongsubj
freak,noun,n,negative,strongsubj
freak,verb,y,negative,strongsubj
freakish,adj,n,negative,strongsubj
freakish,anypos,n,negative,strongsubj
freakish,anypos,y,negative,strongsubj
freakishly,anypos,n,negative,strongsubj
frazzle,noun,n,negative,strongsubj
frazzle,verb,y,negative,strongsubj
frazzled,adj,n,negative,strongsubj
free,adj,n,positive,weaksubj
freedom,adj,n,positive,weaksubj
freedom,noun,n,positive,weaksubj
freedoms,adj,n,positive,weaksubj
freedoms,noun,n,positive,weaksubj
frenetic,adj,n,negative,strongsubj
frenetically,anypos,n,negative,strongsubj
frenzied,adj,n,negative,strongsubj
frenzy,noun,n,negative,strongsubj
frequent,adj,n,neutral,weaksubj
fresh,adj,n,positive,weaksubj
fret,verb,y,negative,strongsubj
fretful,adj,n,negative,strongsubj
friction,adj,n,negative,strongsubj
friction,noun,n,negative,strongsubj
frictions,adj,n,negative,strongsubj
frictions,noun,n,negative,strongsubj
friend,adj,n,positive,weaksubj
friend,noun,n,positive,weaksubj
friendliness,adj,n,positive,strongsubj
friendliness,noun,n,positive,strongsubj
friendly,adj,n,positive,strongsubj
friends,adj,n,positive,weaksubj
friends,noun,n,positive,weaksubj
friendship,adj,n,positive,weaksubj
friendship,noun,n,positive,weaksubj
friggin,anypos,n,negative,strongsubj
fright,anypos,y,negative,strongsubj
fright,noun,n,negative,strongsubj
frighten,verb,y,negative,strongsubj
frightening,adj,n,negative,strongsubj
frighteningly,adj,n,negative,strongsubj
frighteningly,anypos,n,negative,strongsubj
frightful,adj,n,negative,strongsubj
frightfully,anypos,n,negative,strongsubj
frigid,adj,n,negative,weaksubj
frivolous,adj,n,negative,strongsubj
frolic,verb,y,positive,strongsubj
frown,adj,n,negative,strongsubj
frown,noun,n,negative,strongsubj
frozen,adj,n,negative,weaksubj
fruitful,adj,n,positive,weaksubj
fruitless,adj,n,negative,strongsubj
fruitlessly,anypos,n,negative,strongsubj
fumble,verb,y,negative,weaksubj
fun,verb,y,negative,strongsubj
frustrate,verb,y,negative,strongsubj
frustrated,adj,n,negative,strongsubj
frustrating,adj,n,negative,strongsubj
frustrating,anypos,n,negative,strongsubj
frustratingly,anypos,n,negative,strongsubj
frustration,noun,n,negative,strongsubj
fudge,adj,n,negative,strongsubj
fudge,noun,n,negative,strongsubj
fudge,verb,y,negative,strongsubj
fugitive,adj,n,negative,weaksubj
fulfillment,adj,n,positive,weaksubj
fulfillment,noun,n,positive,weaksubj
full,adj,n,neutral,weaksubj
fully,adverb,n,neutral,weaksubj
full blown,adj,n,negative,weaksubj
full fledged,adj,n,positive,weaksubj
full scale,adj,n,neutral,weaksubj
fulminate,verb,y,negative,strongsubj
fume,verb,y,negative,strongsubj
fun,adj,n,positive,strongsubj
functional,adj,n,positive,weaksubj
